"publicdesc";"groupdesc";"privatedesc"
"APP processing pathways and formation of AÃ peptide. APP is initially cleaved by Î± and Ã secretases, generating the soluble fragments
Î±APP and ÃAPPs and the C-terminal fragments C83 and C99. Further y-secretase processing of the C-terminal fragments releases p3 and AÃ respectively. AÃ protofibrils have a secondary structure rich in Ã-sheets that can give rise to the amyloid fibrils present in plaques.";"Fill in your group notes here.";"Fill in your private notes here."
"Treatment of cortical neurons with fibrillar A induces tau proteolysis at Asp421.
Tau proteolysis at Asp421 is an early event in AÃ-induced neuronal apoptosis. Primary cortical neurons were treated with 20 ÂµM A for 0â12 h, and TauC3-negative (black bars) or TauC3-positive neurons (hatched bars) were scored for apoptosis by nuclear morphology (mean Â± SEM).";"Fill in your group notes here.";"Fill in your private notes here."
"Evolution of amyloid deposits in AD. From the analysis of the presence of amyloid in
brains obtained at autopsy three stages can be distinguished in the gradual development of
cortical amyloid deposition in AD. Courtesy of Dr Heikki Braak, Department of Pathology,
Frankfurt University, Frankfurt, Germany";"Fill in your group notes here.";"Fill in your private notes here."
"Laser-scanning confocal images of untreated control neurons (Upper) or a neuron treated with fibrillar AÃ(Lower) analyzed by indirect immunofluorescence with tubulin or TauC3 mAbs; 
the merged images are shown (Right). (Bar=10 Âµm.)";"Fill in your group notes here.";"Fill in your private notes here."
"Representative [11C]6-OH-BTA-1 coronal PET images of transgenic mouse. FR frontal cortex, CE cerebellum";"Fill in your group notes here.";"Fill in your private notes here."
"Chemical structures of compounds used for development of in vivo amyloid imaging ligands";"Fill in your group notes here.";"Fill in your private notes here."
"Neuritic plaques and astrocytes visualised by immunostaining with antibodies against AÃ and GFAP in thin tissue paraffin fixed autopsy
AD brain tissue. More and larger neuritic plaques were observed in the temporal cerebral cortex of a 62-year-old woman with the Swedish mutation14 than in a 66-year-old man with sporadic AD (inserted figure). More astrocytes were distributed around the amyloid plaques in the brain of the patient with genetic AD.";"Fill in your group notes here.";"Fill in your private notes here."
"PET sections through the basal ganglia (left) and cerebral cortex (right) of the brain of a female carrier of the Swedish mutation given a tracer dose of 18F-fluorodeoxyglucose. The PET studies were done before cognitive symptoms and 40 months later when cognitive symptoms were present. The colour scale indicates regional cerebral glucose metabolism (rCMRglc; Âµmol/min/100 g): red=high, yellow=medium, and blue=low. Impaired rCMRglc was observed in the parietal cortex at first scan and a progression in the rCMRglc deficits was observed at second scan in the parietal, temporal, and frontal cortices.";"Fill in your group notes here.";"Fill in your private notes here."
"Truncation of tau at Asp421 increases the rate and extent of tau filament assembly in vitro. 
Kinetic analysis of the assembly of recombinant WT or truncated (1â421) tau proteins into tau filaments in vitro. Tau polymerization was induced by the addition of 75 ÂµM arachidonic acid to 4 ÂµM recombinant WT or truncated tau proteins and measured by right-angle laser light scattering. Scattering intensities were measured on a scale of 0â256 and are proportional to the total mass of polymerized tau filaments (30). The data are presented as the mean SEM of three independent experiments.";"Fill in your group notes here.";"Fill in your private notes here."
"Multiphoton microscopy of senile plaques in the brain of a live 21-month-old transgenic APP mouse (Tg 2576). Amyloid deposits were labelled by injection of 1 mg/kg methoxy-XO4 intraperitoneally 24 h before imaging (red). The anaesthetised mouse was prepared for imaging by
replacing an 8 mm circular area of the skull with a glass that was cemented in place. Fluorescein was injected intravenously to label all blood vessels (green). A three-dimensional volume was acquired by collecting a series of two-dimensional images 400 Âµm deep from the surface of the brain, and projected onto a single plane. Dense core plaques were clearly labelled with methoxy-XO4 , as well as some cerebrovascular amyloid angiopathy. Scale bar=50 Âµm. Courtesy of Dr Brian Bacskai, Department of Neurology, Massachusetts General Hospital, Charlestown, USA.";"Fill in your group notes here.";"Fill in your private notes here."
"vertical section of senescent hMSCs";"Fill in your group notes here.";"Fill in your private notes here."
"vertical section of normal hMSCs";"Fill in your group notes here.";"Fill in your private notes here."
"Serial planes showing the topography of 11C-PIB retention in the brain of a control individual and a patient with AD. Top two rows show
axial and bottom two show sagittal standardised uptake values (SUV) of PIB images. Images from the the control individual are shown in rows one
and three and the corresponding data from the patient with AD are shown in rows two and four. The scale bar indicates relative levels of PIB SUV
values. Reproduced with permission from Wiley-Liss Inc.39";"Fill in your group notes here.";"Fill in your private notes here."
"Truncation of tau at Asp421 increases the rate and extent of tau filament assembly in vitro. 
Representative electron micrographs of tau filaments assembled in vitro by truncated tau proteins. 
(Bar = 200 nm.)";"Fill in your group notes here.";"Fill in your private notes here."
"Top: 11C-PIB standardised uptake value (SUV) images showing a marked difference between the 11C-PIB retention in the brain of a 67-yearold
healthy person (left) and a 79-yearâold AD patient (right). Bottom: 18F-FDG cerebral regional glucose metabolism (rCMRglc; Âµmol/min/100 ml) images . A high retention of PIB was observed in the frontal and tempoparietal cortices of the patients with AD and hypometabolism in rCMRglc. Lack of PIB retention (top left) and normal rCMRglc (bottom left)
was observed in the healthy person. Reproduced with permission from Wiley-Liss Inc.39";"Fill in your group notes here.";"Fill in your private notes here."
"Truncation of tau at Asp421 increases the rate and extent of tau filament assembly in vitro. 
Representative electron micrographs of tau filaments assembled in vitro by recombinant WT tau proteins. 
(Bar = 200 nm.)";"Fill in your group notes here.";"Fill in your private notes here."
"Temporal-lobeoriented
CTscans of
female patient with
histopatfiologicalh/-
confirmed Alzheimer's
disease. (Note that left of
brain is on the right.) Top:
aged 62 with CAMCOG
score of 66.The minimum
thickness of the medial
temporal lobe at the level
of the brain stem was
measured at trie points
marked by arrows: left 7.5
mm; right 14 mm. Bottom:
same patient 3 years
later, with a CAMCOG
score of 29.
Measurements were left 2
mm; right 3.5 mm.
(OPTIMA, unpublished).";"Fill in your group notes here.";"Fill in your private notes here."
"Mirror-image sections from temporal cortex of AD brain. Most plaques were immunostained by both Ab and ApoE antibodies indicated by arrowheads. but some plaques were immunostained only by one antibody indicated by arrows.Bars 200 mm.";"Fill in your group notes here.";"Fill in your private notes here."
