"string";"# total labels";"total labels";"# unique labels";"unique labels"
"gall, biletrim, shortened, swerve, dilute, abbreviate, cut back, trend, curve, reduce, foreshorten, slice, snub, hack, baseball swing, cut of meat, slew, turn off, cut off, sheer, cut, weakened, cutting off, shorten, rationalise, edit out, cold shoulder, write out, deletion, skip, thin out, bring down, issue, gelded, thin, gash, undercut, slash, mown, track, switch off, burn, abridge, contract, cutting, slashed, cut down, emasculated, slue, excision, prune, veer, rationalize, edit, trim down, trim back, make out, ignore, trimmed, tailor, geld, turn out, swing, disregard, stinger, thinnedliver-colored, liverbiliary, biliouscanal, duct, canalise, epithelial duct, channel, canalize";"34";"duct, duct, back, back, baseball, burn, channel, cold, excision, contract, curve, cut, cut, cut, cut, cut, deletion, dilute, edit, edit, epithelial, gall, make, off, off, off, off, prune, issue, shoulder, slice, thin, thin, write";"23";"duct, back, baseball, burn, channel, cold, excision, contract, curve, cut, deletion, dilute, edit, epithelial, gall, make, off, prune, issue, shoulder, slice, thin, write"
"corpus amygdaloideum, amygdaloid nucleus, amygdalaatrophy, wasting, withering, wasting awayemotional, worked up, aroused, excitedgenus hippocampus, hippocampusstep-down, simplification, reduction, decrease, diminution, reducingtruth, accuracy";"4";"nucleus, accuracy, hippocampus, nucleus";"4";"nucleus, accuracy, hippocampus, nucleus"
"cerebellumbrass, memorial tablet, plaquesenile, gaga, doddering, dodderysully, defile, maculate, tarnish, stained, varnished, staincerebellarlens cortex, pallium, cerebral cortex, cortex, cerebral mantle";"1";"cerebral cortex";"1";"cerebral cortex"
"realm, region, part, neighborhood, areafreakishness, abnormality, mental defectiveness, abnormalcy, irregularitybilaterallyhead, encephalon, learning ability, brainiac, genius, mind, mental capacity, mentality, brainpower, psyche, brain, wit, einstein, nous, mastermindcerebral, intellectualauthorize, crystallise, exonerated, illuminate, sack, bring in, well-defined, pass, open, unclouded, enlighten, acquit, pull in, top, authorise, readable, brighten, clearly, discharge, light up, straighten out, clear-cut, take in, net, assoil, exculpate, vindicated, clean, unmortgaged, elucidate, percipient, absolved, gain, all the way, crystalise, sack up, cleared, realize, exonerate, clean-cut, sort out, decipherable, earn, light, clear, clear up, shed light on, solve, exculpated, realise, crystallize, unclutter, make, crystalizediffusion, dispersion, dispersal, disseminationdisease";"29";"brain, ability, abnormality, all, part, dispersion, capacity, clean, clean, region, cut, cut, discharge, discharge, gain, learning, light, light, light, make, neighborhood, net, open, pass, take, top, well, well-defined, learning";"25";"brain, ability, abnormality, all, part, dispersion, capacity, clean, region, cut, discharge, discharge, gain, learning, light, make, neighborhood, net, open, pass, take, top, well, well-defined, learning"
"division, subdivision, incision, surgical incision, section, part, department, segment, plane section, discussion section";"18";"division, part, section, section, section, department, discussion, division, surgical incision, section, section, section, plane, section, section, section, segment, subdivision";"12";"division, part, section, department, discussion, division, surgical incision, section, plane, section, segment, subdivision"
"brass, memorial tablet, plaqueastrocytehead, encephalon, learning ability, brainiac, genius, mind, mental capacity, mentality, brainpower, psyche, brain, wit, einstein, nous, mastermindamyloid, amyloidal, starchlike, farinaceous, amylaceousantibodyabout, around, or so, more or less, some, roughly, approximately, just about, round, close to";"10";"brain, ability, capacity, learning, or, or, round, some, to, learning";"9";"brain, ability, capacity, learning, or, round, some, to, learning"
"fluorescenceenvision, figure, effigy, image, fancy, see, simulacrum, visualize, ikon, prototype, picture, persona, range of a function, visualise, mental image, epitome, icon, double, look-alike, figure of speech, project, range, paradigm, tropeexamine, probe, investigation, dig into, poke into";"16";"image, image, double, double, double, range, range, function, into, into, investigation, probe, picture, project, see, speech";"13";"image, double, double, double, range, function, into, investigation, probe, picture, project, see, speech"
"3rd, tierce, third base, third, one-third, third gear, thirdly, tertiaryventricle, heart ventriclebodily process, bodily function, body process, activeness, activity, action, natural action, natural processalso, as well, too, besides, likewiseconfab, chit-chat, schmoose, shoot the breeze, chitchat, jaw, new world chat, claver, visit, old world chat, chaffer, chat, confabulation, natter, gossip, confabulate, chatter, schmooze, chew the fatcholinecorrelative, correlate, correlated";"34";"activity, heart, action, action, jaw, as, base, base, base, process, process, body, chew, function, gear, visit, natural, natural, new, old, one, shoot, shoot, third, third, third, third, third, third, third, third, well, world, world";"24";"activity, heart, action, jaw, as, base, base, base, process, body, chew, function, gear, visit, natural, new, old, one, shoot, shoot, third, third, well, world"
"corpus amygdaloideum, amygdaloid nucleus, amygdalaatrophy, wasting, withering, wasting awayemotional, worked up, aroused, excitedgenus hippocampus, hippocampusstep-down, simplification, reduction, decrease, diminution, reducingtruth, accuracy";"4";"nucleus, accuracy, hippocampus, nucleus";"4";"nucleus, accuracy, hippocampus, nucleus"
"serial publication, series, serialwhite blood corpuscle, leukocyte, white corpuscle, white cell, wbc, leucocyte, white blood celltie in, consort, associate, relate, colligate, consociate, assort, link, connect, link up, affiliate";"19";"leukocyte, cell, associate, blood, blood, publication, cell, connect, corpuscle, corpuscle, series, white, white, white, publication, white, white, white, cell";"13";"leukocyte, cell, associate, blood, publication, cell, connect, corpuscle, series, white, publication, white, cell"
"glucosemetabolic process, metamorphosis, metabolismlikely, probablebilaterallycerebral, intellectual";"2";"process, metamorphosis";"2";"process, metamorphosis"
"cellular telephone, cellphone, cellular phone, electric cell, jail cell, cell, cadre, mobile phone, prison cell, cubiclecellular telephone, cellphone, cellular phone, electric cell, jail cell, cell, cadre, mobile phone, prison cell, cubicleliken, compare, equateto a lesser extent, le, lupus erythematosus, lessfringe, periphery, outer boundaryabout, nigh, almost, most, near, nearly, well-nigh, virtuallyaltered, neuter, modify, vary, interpolate, falsify, spay, neutered, adapted, alter, change, castrate";"38";"lupus erythematosus, change, cell, cell, cell, cell, cell, cell, cell, cell, cell, cell, cell, cell, cell, cell, cell, cell, cellular telephone, lupus erythematosus, telephone, telephone, extent, lesser, mobile, mobile, most, near, outer, well, cell, cell, cell, cell, cell, cell, cell, cell";"15";"lupus erythematosus, change, cell, cell, cellular telephone, lupus erythematosus, telephone, extent, lesser, mobile, most, near, outer, well, cell"
"schizophrenic, schizoidhead, encephalon, learning ability, brainiac, genius, mind, mental capacity, mentality, brainpower, psyche, brain, wit, einstein, nous, mastermindcontrol, see, curb, check, manipulate, verify, master, ascendency, ensure, moderate, dominance, see to it, keep in line, restraint, ascertain, controller, ascendence, hold, insure, ascendance, mastery, control condition, assure, hold in, command, contain, operate, ascendancydata point, information, data, datumexemplify, represent, play, be, defend, correspond, symbolise, typify, map, present, interpret, make up, act, lay out, constitute, symbolize, stand for, comprise, stageemploy, use, victimization, utilise, victimisation, practice, utilize, exploitation, expend, apply, habituate, usingantibody";"27";"brain, ability, data, apply, be, condition, capacity, check, information, contain, control, for, map, hold, hold, learning, line, make, moderate, point, present, see, see, to, use, use, learning";"25";"brain, ability, data, apply, be, condition, capacity, check, information, contain, control, for, map, hold, learning, line, make, moderate, point, present, see, to, use, use, learning"
